Nummer;Datum;Ort;Name_voll;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki_x;text;url;coordinates_wiki_y;place_id
521;09.10.;Konstanz;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1825;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;47.66666667,9.18333333;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 58;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;47.66666667,9.18333333;lassberg-place-0082
527;14.12.;Konstanz;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1825;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;47.66666667,9.18333333;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 60-64;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;47.66666667,9.18333333;lassberg-place-0082
529;22.12.;Konstanz;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1825;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;47.66666667,9.18333333;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 64;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;47.66666667,9.18333333;lassberg-place-0082
558;04.10.;Konstanz;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1826;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;47.66666667,9.18333333;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von LaÃŸberg und Ludwig Uhland. Wien 1870, S. 78;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;47.66666667,9.18333333;lassberg-place-0082
1690;14.08.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1817;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1699;04.12.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1817;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1707;22.12.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1817;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1710;25.12.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1817;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1722;23.01.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1818;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1780;05.06.;Konstanz;Macaire (Unternehmerfamilie);-;https://de.wikipedia.org/wiki/Macaire_(Unternehmerfamilie);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1818;AN;lassberg-correspondent-0292;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1757;10.03.;Konstanz;Maria Emilia (Emma) GrÃ¤fin von Thurn-Valsassina;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0295;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1766;29.03.;Konstanz;Nikolaus David RosenlÃ¤cher;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0314;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1867;13.09.;Konstanz;Nikolaus David RosenlÃ¤cher;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1820;AN;lassberg-correspondent-0314;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1733;06.02.;Konstanz;Peter Delisle;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0320;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
483;13.10.;Konstanz;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1824;VON;lassberg-correspondent-0323;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
513;30.07.;Konstanz;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;164;Winterthur;Stadtbibliothek;1825;VON;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
535;27.02.;Konstanz;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;;Winterthur;Stadtbibliothek;1826;VON;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
2836;13.07.;Konstanz;Unbekannt;-;-;;Karlsruhe;Badische Landesbibliothek;1844;AN;lassberg-correspondent-0354;-;-;-;-;-;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
2380;15.09.;Konstanz;Werner von Haxthausen;119419173;https://de.wikipedia.org/wiki/Werner_von_Haxthausen;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1831;AN;lassberg-correspondent-0359;Haxthausen, Werner von;male;1780;Schriftsteller,Politiker;2;-;47.66666667,9.18333333;;;47.66666667,9.18333333;lassberg-place-0082
1645;15.08.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1812;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1646;10.09.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1812;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1670;08.11.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1816;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1671;12.11.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1816;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1672;17.11.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1816;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1880;07.12.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1820;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1908;16.05.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1821;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
1911;02.06.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1821;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2638;31.07.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1838;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2643;05.09.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Karlsruhe;Badische Landesbibliothek;1838;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2644;08.09.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1838;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2645;08.09.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Karlsruhe;Badische Landesbibliothek;1838;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2726;07.11.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1841;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2768;02.09.;Krauchenwies;Karl Anton Friedrich Meinrad Fidelis von Hohenzollern-Sigmaringen;116957433;https://de.wikipedia.org/wiki/Karl_(Hohenzollern-Sigmaringen);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1842;AN;lassberg-correspondent-0248;Karl, Hohenzollern-Sigmaringen, FÃ¼rst;male;1785;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2991;10.06.;Krauchenwies;Ludwig Wilhelm Friedrich Treusch von Buttlar-Brandenfels;-;-;;Karlsruhe;Badische Landesbibliothek;1848;AN;lassberg-correspondent-0290;-;-;-;-;-;-;48.01694444,9.25027778;;;48.01694444,9.25027778;lassberg-place-0083
2829;26.02.;Kupferzell;Friedrich-Karl zu Hohenlohe-Waldenburg;107892758;https://de.wikipedia.org/wiki/Friedrich_Karl_I._zu_Hohenlohe-Waldenburg-Schillingsf%C3%BCrst;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1844;AN;lassberg-correspondent-0128;Hohenlohe-Waldenburg, Friedrich-Karl zu;male;1814;Heraldiker,Generalleutnant;6;-;49.23333333,9.68333333;;;49.23333333,9.68333333;lassberg-place-0084
1897;04.03.;LÃ¶hningen;Hurter, Friedrich von;118708244;https://de.wikipedia.org/wiki/Friedrich_Emanuel_von_Hurter;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1821;AN;lassberg-correspondent-0167;Hurter, Friedrich von;male;1787;Historiker,Theologe;20;-;47.7,8.53333333;;;-;lassberg-place-0085
1746;19.02.;Leipzig;Conradin Kreutzer;11871600X;https://de.wikipedia.org/wiki/Conradin_Kreutzer;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0069;Kreutzer, Conradin;male;1780;Komponist,Pianist,Musiklehrer,Kapellmeister,Musiker;10;-;51.34,12.375;;;51.34,12.375;lassberg-place-0086
2684;24.02.;Leipzig;Gustav Friedrich Haenel;115643141;https://de.wikipedia.org/wiki/Gustav_Friedrich_H%C3%A4nel;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1840;AN;lassberg-correspondent-0144;Haenel, Gustav Friedrich;male;1792;Hochschullehrer,Jurist,Historiker;10;Prof. Dr. jur. habil.;51.34,12.375;;;51.34,12.375;lassberg-place-0086
2686;19.03.;Leipzig;Gustav Friedrich Haenel;115643141;https://de.wikipedia.org/wiki/Gustav_Friedrich_H%C3%A4nel;;Freiburg i.Br.;UniversitÃ¤tsbibliothek;1840;AN;lassberg-correspondent-0144;Haenel, Gustav Friedrich;male;1792;Hochschullehrer,Jurist,Historiker;10;Prof. Dr. jur. habil.;51.34,12.375;;;51.34,12.375;lassberg-place-0086
2674;05.11.;Leipzig;Karl Ferdinand Haltaus;100813984;https://de.wikipedia.org/wiki/Karl_Ferdinand_Haltaus;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1839;AN;lassberg-correspondent-0252;Haltaus, Karl Ferdinand;male;1811;Schriftsteller,Lehrer,Historiker;6;-;51.34,12.375;;;51.34,12.375;lassberg-place-0086
2194;06.12.;Leipzig;Wilhelm Ambrosius Barth;116119578;https://de.wikipedia.org/wiki/Wilhelm_Ambrosius_Barth;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1827;AN;lassberg-correspondent-0360;Barth, Wilhelm Ambrosius;male;1790;Verleger,BuchhÃ¤ndler;-;-;51.34,12.375;;;51.34,12.375;lassberg-place-0086
2239;24.03.;Leipzig;Wilhelm Ambrosius Barth;116119578;https://de.wikipedia.org/wiki/Wilhelm_Ambrosius_Barth;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1829;AN;lassberg-correspondent-0360;Barth, Wilhelm Ambrosius;male;1790;Verleger,BuchhÃ¤ndler;-;-;51.34,12.375;;;51.34,12.375;lassberg-place-0086
1705;20.12.;Lenzburg;Karl EmanuelBertschinger;1051066263;https://hls-dhs-dss.ch/de/articles/005480/2002-09-11/;;Luzern;Staatsarchiv;1817;AN;lassberg-correspondent-0251;Bertschinger, Karl Emanuel;male;1781;-;-;-;47.38333333,8.18333333;;;47.38333333,8.18333333;lassberg-place-0087
1695;30.10.;Lenzburg;St. Seiler;-;-;;Luzern;Staatsarchiv;1817;AN;lassberg-correspondent-0342;-;-;-;-;-;-;47.38333333,8.18333333;;;47.38333333,8.18333333;lassberg-place-0087
1753;04.03.;Lenzburg;St. Seiler;-;-;;Luzern;Staatsarchiv;1818;AN;lassberg-correspondent-0342;-;-;-;-;-;-;47.38333333,8.18333333;;;47.38333333,8.18333333;lassberg-place-0087
2520;02.10.;Leonberg;Otto Abel;-;-;;Marbach am Neckar;Schiller Nationalmuseum;1835;AN;lassberg-correspondent-0318;-;-;-;-;-;-;48.80138889,9.01305556;;;48.80138889,9.01305556;lassberg-place-0088
2628;30.06.;Leutstetten;Ludwig Kraft Ernst Karl FÃ¼rst zu Oettingen-Oettingen und Oettingen-Wallerstein;118589555;https://de.wikipedia.org/wiki/Ludwig_(Oettingen-Wallerstein);;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1838;AN;lassberg-correspondent-0285;Oettingen-Wallerstein, Ludwig zu;male;1791;Kunstsammler,Minister,Politiker,RegierungsprÃ¤sident;6;-;-;;;-;lassberg-place-0089
1578;22.05.;Lindau;Franz Joseph Kolb;-;-;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1798;AN;lassberg-correspondent-0102;-;-;-;-;-;-;47.54583333,9.68333333;;;47.54583333,9.68333333;lassberg-place-0090
2934;04.12.;London;Bernhard Zeerleder;116968095;https://de.wikipedia.org/wiki/Bernhard_Zeerleder;;Bern;Burgerbibliothek;1846;AN;lassberg-correspondent-0043;Zeerleder, Bernhard von;male;1788;Politiker;-;-;51.50722222,-0.1275;;;51.50722222,-0.1275;lassberg-place-0091
2635;21.07.;Lostorf;Wilhelm Wackernagel;118805851;https://de.wikipedia.org/wiki/Wilhelm_Wackernagel;;Basel;Staatsarchiv des Kantons Basel-Stadt;1838;AN;lassberg-correspondent-0367;Wackernagel, Wilhelm;male;1806;Gymnasiallehrer,Germanist,Freimaurer,Schriftsteller;9;Prof.;47.38333333,7.95;;;47.38333333,7.95;lassberg-place-0092
2072;06.07.;Luzern;Egbert Friedrich von MÃ¼linen;101397593;https://de.wikipedia.org/wiki/Egbert_Friedrich_von_M%C3%BClinen;;Bern;Burgerbibliothek;1825;AN;lassberg-correspondent-0075;MÃ¼linen, Egbert Friedrich von;male;1817;Historiker,Privatgelehrter;2;-;-;;;-;lassberg-place-0093
741;28.08.;Luzern;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1830;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;-;;;-;lassberg-place-0093
742;29.08.;Luzern;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;272;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1830;VON;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;-;;;-;lassberg-place-0093
2522;15.10.;Luzern;Hermann von Liebenau;116987650;https://de.wikipedia.org/wiki/Hermann_von_Liebenau;;Luzern;Staatsarchiv;1835;AN;lassberg-correspondent-0160;Liebenau, Hermann von;male;1807;Arzt,Historiker;-;Dr. med.;-;;;-;lassberg-place-0093
2436;04.08.;Luzern;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1832;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;-;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃŸberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 132;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;-;lassberg-place-0093
2446;13.11.;Luzern;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1832;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;-;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von LaÃŸberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 134;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;-;lassberg-place-0093
1829;27.11.;Luzern;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1819;AN;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0093
1851;12.04.;Luzern;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1820;AN;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0093
1855;24.04.;Luzern;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1820;AN;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0093
1961;14.09.;Luzern;Philipp LÃ¼thard;-;-;;Luzern;Staatsarchiv;1822;AN;lassberg-correspondent-0323;-;-;-;-;-;-;-;;;-;lassberg-place-0093
2579;05.09.;MÃ¶rschwil;Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;;Adliswill;Familie Luzzi-Wirth;1837;AN;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-;47.46666667,9.41666667;Arthur Brunhart, Eine Freundschaft Ã¼ber den Bodensee. Briefe zwischen Joseph von LaÃŸberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 151;https://www.digishelf.de/piresolver?id=bsz408032952;-;lassberg-place-0094
2583;31.10.;MÃ¶rschwil;Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;;Adliswill;Familie Luzzi-Wirth;1837;AN;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-;47.46666667,9.41666667;Arthur Brunhart, Eine Freundschaft Ã¼ber den Bodensee. Briefe zwischen Joseph von LaÃŸberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 153;https://www.digishelf.de/piresolver?id=bsz408032952;-;lassberg-place-0094
2602;23.02.;MÃ¶rschwil;Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;;Adliswill;Familie Luzzi-Wirth;1838;AN;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-;47.46666667,9.41666667;Arthur Brunhart, Eine Freundschaft Ã¼ber den Bodensee. Briefe zwischen Joseph von LaÃŸberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 156;https://www.digishelf.de/piresolver?id=bsz408032952;-;lassberg-place-0094
2623;28.05.;MÃ¶rschwil;Carl Johann Greith;100487483;https://de.wikipedia.org/wiki/Carl_Johann_Greith;;Adliswill;Familie Luzzi-Wirth;1838;AN;lassberg-correspondent-0057;Greith, Carl Johann;male;1807;Bischof,Katholischer Theologe,Hochschullehrer;2;-;47.46666667,9.41666667;Arthur Brunhart, Eine Freundschaft Ã¼ber den Bodensee. Briefe zwischen Joseph von LaÃŸberg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃ¼r Geschichte des Bodensees und seiner Umgebung 103 (1985), S. 107-63, S. 160;https://www.digishelf.de/piresolver?id=bsz408032952;-;lassberg-place-0094
30;01.09.;MÃ¶skirch;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;1/;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1805;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0095
35;18.09.;MÃ¶skirch;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Mai 92;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1805;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0095
36;21.09.;MÃ¶skirch;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Jun 93;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1805;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0095
37;23.09.;MÃ¶skirch;Elisabeth zu FÃ¼rstenberg;136284124;https://de.wikipedia.org/wiki/Elisabeth_zu_F%C3%BCrstenberg;Jul 94;Donaueschingen;FÃ¼rstlich FÃ¼rstenbergisches Archiv;1805;VON;lassberg-correspondent-0076;FÃ¼rstenberg, Elisabeth zu;female;1767;-;-;-;-;;;-;lassberg-place-0095
2136;20.10.;MÃ¼hlheim;Nikolaus Leopold Enzberg;-;-;;Karlsruhe;Badische Landesbibliothek;1826;AN;lassberg-correspondent-0315;-;-;-;-;-;-;-;;;-;lassberg-place-0096
2521;13.10.;MÃ¼nchen;Comte de Corberon;-;-;;Karlsruhe;Badische Landesbibliothek;1835;AN;lassberg-correspondent-0068;-;-;-;-;-;-;-;;;-;lassberg-place-0097
2336;24.12.;MÃ¼nchen;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;;;;1830;AN;lassberg-correspondent-0079;Braun, Emil;male;1809;ArchÃ¤ologe,Bibliothekar,Kunsthistoriker;10;-;-;R. Ehwald, Emil Brauns Briefwechsel mit den BrÃ¼dern Grimm und Joseph von LaÃŸberg. Gotha 1891, S. 39-45;https://books.google.de/books?id=0sUMAQAAIAAJ;-;lassberg-place-0097
