ID;Nummer_Harris;Ort;Name;GND;Wiki;Journalnummer;Aufbewahrungsort;Aufbewahrungsinstitution;Jahr;VON/AN;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;text;url;place_id;Datum;letter_text;status_letter_text;summary_en;persons_mentioned;topics_mentioned;normalized_text
lassberg-letter-1524;762;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;56;Marbach am Neckar;Schiller Nationalmuseum;1831;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 192;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1831-02-19;;;;;;
lassberg-letter-1525;2348;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1831;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 12S;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0150;1831-02-23;;;;;;
lassberg-letter-1526;763;Eppishausen;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;67;Trogen;Kantonsbibliothek Appenzell A.Rh.;1831;VON;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;48.16666667,10.51666667;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 127;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0043;1831-02-26;;;;;;
lassberg-letter-1527;764;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;71;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 268;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0043;1831-03-01;"E. am 1. márz 1831. Da mein Son Fridericus Ahenobarbus laut einem heute von jm erhaltenen schreiben, sich in soweit besser fület, daß er zu seiner zerstreuung wieder arbeiten kann; so verlangt er von mir die urkunden, die ich aus seinen archivalischen sendungen abgeschrieben habe, um sie auch für sich zu copiren ; ich ersuche Sie daher mir diejenigen, welche Sie lezthin von hier mitgenommen haben, umgehend zu übermachen, damit ich sie mit merern andern übermorgen durch den Constanzer boten nach Sigmaringen verschiken kann. Sie wissen wol, den kranken muss man iren willen tun. Sollten bei dieser gelegenheit einige morgenblåtter mit spazieren können; so wáre dieses futter für Sonntag, welchen ich immer dem: dolce far niente, zu schenken pflege. Ludens gesch: habe ich mit großem vergnügen gelesen und verdanke Inen gerne diesen nicht allzutáglichen genuß. In den mcmoires du cardinal de Richelieu, Tome VIII. habe ich auch ein langes und breites über das von den Schweden bei belagerung von Constanz betrettene Schweizer gebiet funden, wobei der bekannte Kesselring ófters erwánt und bald colonel, bald sergent major genannt wird. der artikel gehet von Seite 263 bis S. 269. Der márz stellt sich bei uns mit sturm- und schneegestóber ein; ist er ein vorbote der heute abend ankommenden constituzion? gestern hatten wir in unserm muldenförmigen tale eine totale überschwemmung, heute ist die schüssel wieder leer und aller schnee weg, et veterem in limo ranae cecinere querelam! Idas ist wol auch eher das schiksal mancher konstituzion gewesen. was haben wir nicht schon alles erlebt, und was werden wir noch erleben? indessen tempora labuntur, tacitisque senescimus annis! Ich komme mir mit meinen sentenzen vor, wie der erliche Sancho Pansa mit seinen sprichwörtern. Viele grüße an die Irigen von Irem ergebensten (Das halbe Blat ist abgeschnitten. ) Reverende in Christo! J.Laßberg.";to_be_processed;;;;
lassberg-letter-1528;2349;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1831;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 128;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1831-03-01;;;;;;
lassberg-letter-1529;2350;Steinegg;Bernhard Zeerleder;116968095;https://de.wikipedia.org/wiki/Bernhard_Zeerleder;;Bern;Burgerbibliothek;1831;AN;lassberg-correspondent-0043;Zeerleder, Bernhard von;male;1788;Politiker;-;-;-;;;lassberg-place-0145;1831-03-01;;;;;;
lassberg-letter-1530;765;Eppishausen;Johann Daniel Wilhelm Hartmann;10058019X;https://de.wikipedia.org/wiki/Johann_Daniel_Wilhelm_Hartmann;74;St.Gallen;Kantonsbibliothek;1831;VON;lassberg-correspondent-0196;Hartmann, Wilhelm;male;1793;Künstler;1;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-03-04;;;;;;
lassberg-letter-1531;2351;Tübingen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1831;AN;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.52,9.05555556;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 194;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0148;1831-03-10;;;;;;
lassberg-letter-1532;766;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;85;Marbach am Neckar;Schiller Nationalmuseum;1831;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 196;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1831-03-11;;;;;;
lassberg-letter-1533;2352;München;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;;;;1831;AN;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-;-;R. Ehwald, Emil Brauns Briefwechsel mit den Brüdern Grimm und Joseph von Laßberg. Gotha 1891, S. 59-66;https://books.google.de/books?id=0sUMAQAAIAAJ;lassberg-place-0097;1831-03-13;;;;;;
lassberg-letter-1534;767;Eppishausen;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;90;Winterthur;Stadtbibliothek;1831;VON;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;48.16666667,10.51666667;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 15 (1887), S. 231-88, S. 269;https://books.google.de/books?id=dXkKAAAAIAAJ;lassberg-place-0043;1831-03-15;"E. am 15. márz 1831. Der allzeit fertige briefsteller, H. Schónhut bischof in partibus infidelium zu hohen Twiel, beerte mich auch lezten samstag wieder mit einem einschlusse an Sie, mein verertester nachbar! ich såume also nicht seine homelie Inen zu übermachen . Unter dem namen Krist, ist der aus der hand des H. Prof: Graff zu Königsberg hervorgegangene alte Otfried v. Weissenburg endlich auch in der villa Epponis angelangt. das buch ist auf gutes weisses papier mit schonen fetten und schwarzen lettern gedrukt was für alte augen ser angenem ist: aber die einleitende vorrede ist mir nicht einleitend genug, und ich bedaure, daß Graff, der nun doch zu den besten editoren gehórt, wie Beneke und Lachmann ein geschworner feind von großen vorreden zu sein scheint. wenn ich an die gelerten des XVII u. XVIII iarhunderts denke, die immer, auch bei den dikbauchigsten vorreden, glaubten es dem lector benevolus noch nicht klar und verständlich genug gemacht zu haben; so kann ich nicht anders vermuten, als, es sei allgemein angenommen, daß die menschen in der neuesten zeit auch an intellectuellen facultaten um vieles reicher geworden seien, und auch die ungelerten schon alles verstehen; was die gelerten sagen. mir bleibt dabei blos übrig meinen armen verstand unter dem glauben gefangen zu geben. Künftigen freitag, wenn es der Jupiter pluv: erlaubt, denke ich auf ein par tage nach Schafhausen zu faren, und neme mir die freiheit hier ein paar s. v. unterbeinkleider z. úbermachen. frau Pupikofer hatte schon im vorigen sommer die freundschaftliche gefälligkeit mir anzubieten, bei einem guten strumpfwirker mir ánliche machen zu lassen, und ich sende hier das muster dazu. fállt das erste par gut aus; so würde ich dann freilich merere bestellen. unter andern novis, ist auch des H pfarrer Gratianus [: nicht des Decretensammlers : ] geschichte von Reutlingen angekommen, u. von d. grafen v. Achalm: Sunt bona, sunt quaedam mediocria, sunt mala plura! Quae legis hic, aliter non fit, Avite! liber. Also schon zu martialis zeiten war es so? warum sollte es denn nicht so bleiben? Im morgenblat fand ich einen aufsaz über d. Nibelungenlied v. einem H. Dr hermes, der mir im anfang ganz wol gefiel, bald aber merkte ich, daß der wwwww mann nicht v. hermes trismegystos abstammt; es scheint jm nur um eine große anzal drukseiten z. tun zu sein. kann ich Inen in Schafhausen etwas bestellen; so biete ich Inen meinen ganzen politischen einfluss dazu an. Soeben erhalte ich briefe von meinem sone, es gehet immer besser, und von meinem guten Uhland, dems auch gut gehet. Vale et ama Laszbergium.";to_be_processed;;;;
lassberg-letter-1535;2353;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1831;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;;;lassberg-place-0150;1831-03-23;;;;;;
lassberg-letter-1536;2354;Tübingen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;;;1831;AN;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.52,9.05555556;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 199;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0148;1831-03-24;;;;;;
lassberg-letter-1537;768;Eppishausen;Hurter, Friedrich von;118708244;https://de.wikipedia.org/wiki/Friedrich_Emanuel_von_Hurter;;Freiburg i.Br.;Universitätsbibliothek;1831;VON;lassberg-correspondent-0167;Hurter, Friedrich von;male;1787;Historiker,Theologe;20;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-03-26;;;;;;
lassberg-letter-1538;769;Eppishausen;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;?;;;1831;VON;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-;48.16666667,10.51666667;R. Ehwald, Emil Brauns Briefwechsel mit den Brüdern Grimm und Joseph von Laßberg. Gotha 1891, S. 66-69;https://books.google.de/books?id=0sUMAQAAIAAJ;lassberg-place-0043;1831-03-27;;;;;;
lassberg-letter-1539;2355;Tübingen;Salomon Michaelis;117016985;https://de.wikipedia.org/wiki/Salomo_Michaelis;;Freiburg i.Br.;Universitätsbibliothek;1831;AN;lassberg-correspondent-0334;Michaelis, Salomon;male;1768;Buchhändler,Hochschullehrer,Romanist,Philologe,Redakteur,Verleger,Germanist;-;Prof.;48.52,9.05555556;;;lassberg-place-0148;1831-03-30;;;;;;
lassberg-letter-1540;2356;Schaffhausen;Hurter, Friedrich von;118708244;https://de.wikipedia.org/wiki/Friedrich_Emanuel_von_Hurter;;Freiburg i.Br.;Universitätsbibliothek;1831;AN;lassberg-correspondent-0167;Hurter, Friedrich von;male;1787;Historiker,Theologe;20;-;47.7,8.63333333;;;lassberg-place-0132;1831-04-03;;;;;;
lassberg-letter-1541;770;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;109;Marbach am Neckar;Schiller Nationalmuseum;1831;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 201;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1831-04-05;;;;;;
lassberg-letter-1542;2357;Göttingen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;;Krakau;Jagiellonische Bibliothek;1831;AN;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;51.53388889,9.93555556;Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von Laßberg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 374;https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf;lassberg-place-0053;1831-04-05;;;;;;
lassberg-letter-1543;771;Eppishausen;HeinrichMeyer;117559180;https://hls-dhs-dss.ch/de/articles/031433/2008-11-11/;114;Zürich;Zentralbibliothek;1831;VON;lassberg-correspondent-0155;Meyer, Heinrich;male;1802;Numismatiker,Direktor,Klassischer Philologe;1;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-04-08;;;;;;
lassberg-letter-1544;2358;Sondelfingen;Carl Christian Gratianus;116823860;-;;Karlsruhe;Badische Landesbibliothek;1831;AN;lassberg-correspondent-0053;Gratianus, Carl Christian;male;1780;Pfarrer;-;-;-;;;lassberg-place-0140;1831-04-08;;;;;;
lassberg-letter-1545;2359;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1831;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 129/t;https://books.google.de/books?id=KIHHQBvr1nkC;lassberg-place-0150;1831-04-09;;;;;;
lassberg-letter-1546;2360;Koblenz;Christian Wilhelm Sixt von Armin;117662585;https://lobid.org/gnd/117662585;;Weimar;Goethe- und Schillerarchiv;1831;AN;lassberg-correspondent-0066;Armin, Christian Wilhelm Sixt von;male;1784;Diplomat;-;-;50.35972222,7.59777778;;;lassberg-place-0081;1831-04-10;;;;;;
lassberg-letter-1547;772;Eppishausen;Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;118;Trogen;Kantonsbibliothek Appenzell A.Rh.;1831;VON;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-04-13;;;;;;
lassberg-letter-1548;773;Eppishausen;Jacob Grimm;118542257;https://de.wikipedia.org/wiki/Jacob_Grimm;120;Berlin;Staatsbibliothek Preussischer Kulturbesitz;1831;VON;lassberg-correspondent-0170;Grimm, Jacob;male;1785;Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer;6;Prof.;48.16666667,10.51666667;Albert Leitzmann, Briefe des Freiherrn Joseph von Laßberg an Jakob Grimm. In: Sitzungsberichte der Preußischen Akademie der Wissenschaften. Berlin 1931, S. 1026-1105, S. 1077-80;-;lassberg-place-0043;1831-04-16;;;;;;
lassberg-letter-1549;2361;Tübingen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;;Marbach am Neckar;Schiller Nationalmuseum;1831;AN;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.52,9.05555556;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 203;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0148;1831-04-16;;;;;;
lassberg-letter-1550;774;Eppishausen;Johann Daniel Wilhelm Hartmann;10058019X;https://de.wikipedia.org/wiki/Johann_Daniel_Wilhelm_Hartmann;125;St.Gallen;Kantonsbibliothek;1831;VON;lassberg-correspondent-0196;Hartmann, Wilhelm;male;1793;Künstler;1;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-04-19;;;;;;
lassberg-letter-1551;2362;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1831;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 129;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1831-04-26;"Mein hochverehrter Herr und Nachbar! Es sind hier keine Abdrücke der neuen Verfassung zum Verkaufe ausgeboten worden; daher konnte ich Ihnen letzten Samstag auch kein Exemplar senden. Herr Oberamtmann hat mir nun aus der Verlegenheit geholfen, indem er einige der unter die Beamten zu vertheilenden Exemplare übrig behielt und mir somit eines zu Ihren Händen abtrat. Nehmen Sie dasselbe als eine kleine Entschädigung des Staats dafür an, daß derselbe Ihrem Stande jeden Anspruch auf ein Amt entzogen hat. Heute Vormittag waren von 468 Stimmfähigen unsers Kreises 315 bei der Abstimmung anwesend; 18 weigerten sich gegen die Annahme der Verfassung; 297 aber stimmten ihr zu. Ein Produkt eigener Art ist der Catalogus der St. Gall. Verfassungsräthe. Selbst mit Gefahr, daß sie denselben schon durch Herrn K. Rath Allispach kennen, sende ich Ihnen das merkwürdige Aktenstück, doch unter der Bedingung, daß Sie dasselbe nicht aus dem Lande senden, indem die Ausgabe vergriffen sein soll und ich sonst kein Exemplar besitze. Ich wünsche sehr, daß unser Verfassungsrath einen ähnlichen Censor finde. Ein solcher Merkurius ist wohl im Stande, faulende Stoffe wegzuschaffen. Am besten gefiel mir Hermann von Muolen! Doch sind noch andere Charaktere vielleicht treffender gezeichnet. Von den Römermünzen sollen auch Ihnen einige Dutzende zum Ankaufe angeboten worden sein, und wirklich sollen Sie mehrere Stücke gekauft haben. Es war mir diese Nachricht ein Trost, als ich von anderer Seite hörte, der ganze Schatz sei bereits verkauft. Ich war gestern auf der Stelle, wo gefunden wurde. Viele Arbeiter waren noch beschäftigt, den Grund umzuwühlen und fanden zuweilen noch einige Stücke. Übrigens ist der Boden gelblichter Thon, der keine Spur von früherem Anbau zeigt; erst seit 10 Jahren ist jenes Stück Feld gereutet worden, und noch liegt es im Schatten des südlich neben demselben sich ausdehnenden Waldes, von dem vielleicht Waldkirch den Namen hat. Ankäufe habe ich seither keine mehr gemacht, da man das Stück nur zu 12 Pfg. verkaufen will, unser Hausirer aber gar 40 xr. dafür fordert. Herr Henking hat mich durch meinen Bruder einladen lassen, doch recht bald mit Ihnen in Blumenegg einen Besuch zu machen. Da er mit Bauen beschäftigt ist, entfernt er sich selten vom Hause, so daß wir ziemliche Gewißheit hätten, ihn anzutreffen. Ich meinerseits bin aber morgen und Freitag mit Schulexamen, und künftigen Montag mit dem Jugendfest beschäftigt, so daß ich diese Woche nicht einmal Eppishausen, geschweige denn Blumenegg sehen kann. Wollen Sie Montag Nachmittag unsere junge Welt vor dem obern Thore tanzen und wettlaufen und schießen und schaukeln sehen und mit uns und Herrn Oberamtmanns Familie ein Abendessen in der Remise verzehren helfen, so werden Sie uns herzlich willkommen sein. Mit Bedauern läßt Ihnen meine Frau sagen, daß Ihre Unterbeinkleider von dem Strumpfwirker Bockstorf noch nicht gefertigt seien. Eines kranken, nun gestorbenen Kindes halb durfte derselbe seit einigen Wochen seinen Webstuhl nicht mehr schwirren lassen, und so blieb denn auch Ihre Bestel- . lung hängen; dagegen will sich Meister Bockstorf verpflichten, die von Ihnen gewünschte Arbeit, von jetzt an gerechnet, in möglichst kurzer Frist zu liefern. Indem ich mich und die Menigen Ihrer freundschaftlichen Gewogenheit empfehle, bin ich Ihr Ergebenster Diak. Pupikofer. Bischofzell, die Bruti, alias Clet. & Marc. 1831 (26. April) [26. April 1831].";to_be_processed;;;;
lassberg-letter-1552;2363;Trogen (Appenzell Ausserrhoden);Johann Caspar Zellweger;116978813;https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger;;Winterthur;Stadtbibliothek;1831;AN;lassberg-correspondent-0193;Zellweger, Johann Caspar;male;1768;Kaufmann,Historiker;4;-;-;;;lassberg-place-0150;1831-04-27;;;;;;
lassberg-letter-1553;775;Eppishausen;Johann Sulpiz Melchior Dominikus Boisserée;11851301X;https://de.wikipedia.org/wiki/Sulpiz_Boisser%C3%A9e;?;;;1831;VON;lassberg-correspondent-0216;Boisserée, Sulpiz;male;1783;Kunsthistoriker,Kunstsammler,Mäzen;6;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-04-28;;;;;;
lassberg-letter-1554;2364;Bischofszell;Johann Adam Pupikofer;11565108X;https://de.wikipedia.org/wiki/Johann_Adam_Pupikofer;;Frauenfeld;Thurgauische Kantonsbibliothek;1831;AN;lassberg-correspondent-0179;Pupikofer, Johann Adam;male;1797;Pfarrer,Archivar,Historiker,Bibliothekar;8;-;47.5,9.23333333;Johannes Meyer, Briefwechsel zwischen J. von Laszberg und Johann Adam Pupikofer. In: Alemannia 16 (1888), S.  1-32 und 97-154, S. 130;https://books.google.de/books?id=XWY5AAAAMAAJ;lassberg-place-0025;1831-05-05;"Mein hochverehrter Herr und Nachbar!  Damit Sie ja Herrn Uhland das Thanhuserlied nicht länger vorenthalten, sende ich Ihnen dasselbe nicht nur in originali, sondern auch von einer copia begleitet zurück; denn es wäre doch nicht recht, wenn aus dem einzigen Grunde, daß Ihr Herr Singmeister auch Ihr Fechtmeister war, jene merkwürdige Melodie nicht unter Ihre Notizen über den Minnegesang aufgenommen werden sollte. Wenn Sie wieder zu mir kommen, wird Ihnen meine Tochter den Thanhuser vorsingen, und Sie thun ihr alsdann wohl den Gefallen, ihr auch die übrigen Strophen mitzutheilen. Herr Pfarrer Vögeli wünscht zu wissen, von welcher Familie der Rudolfus thesaurarius ecclesiae Constant. gewesen sei, der 1300 ff. vorkömmt, auch Propstvom Zürich-Großmünster war, obwohl nie in Zürich residirend und XI. kal. Oct. 1309 starb ? Können Sie darüber Auskunft geben, so werden Sie vielen Dank einernten; denn es scheint Herrn Pfarrer Vögeli viel daran gelegen zu sein. Ich lege Ihnen hier meinen Auszug aus den Schultheiß. Kollektaneen bei, damit Sie prüfen, ob er als Register genüge. Angenehm wäre es mir, auch den ersten oder dritten Band dieser Kollektaneen durchgehen zu können. Wir sind hocherfreut über den angenehm zugebrachten Tag letzten Mittwoch wieder nach Hause zurückgekommen. Ich will hoffen, daß die Feuchtigkeit des Waldes auch Ihnen keinen Schaden gebracht habe. Mit herzlicher Ergebenheit bin ich Ihr Diac. Pupikofer. Bischofzell, 5. Mai 1831.";to_be_processed;;;;
lassberg-letter-1555;776;Eppishausen;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;?;;;1831;VON;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-;48.16666667,10.51666667;R. Ehwald, Emil Brauns Briefwechsel mit den Brüdern Grimm und Joseph von Laßberg. Gotha 1891, S. 69-75;https://books.google.de/books?id=0sUMAQAAIAAJ;lassberg-place-0043;1831-05-10;;;;;;
lassberg-letter-1556;777;Eppishausen;Ludwig Uhland;118625063;https://de.wikipedia.org/wiki/Ludwig_Uhland;154;Marbach am Neckar;Schiller Nationalmuseum;1831;VON;lassberg-correspondent-0288;Uhland, Ludwig;male;1787;Jurist,Abgeordneter,Literarhistoriker,Politiker,Hochschullehrer,Germanist,Librettist,Schriftsteller;8;Dr.;48.16666667,10.51666667;Franz Pfeiffer (Hg.), Briefwechsel zwischen Joseph Freiherrn von Laßberg und Ludwig Uhland. Wien 1870, S. 205;https://www.digitale-sammlungen.de/en/view/bsb10620870?page=1;lassberg-place-0043;1831-05-12;;;;;;
lassberg-letter-1557;2365;München;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;;;;1831;AN;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-;-;R. Ehwald, Emil Brauns Briefwechsel mit den Brüdern Grimm und Joseph von Laßberg. Gotha 1891, S. 75-80;https://books.google.de/books?id=0sUMAQAAIAAJ;lassberg-place-0097;1831-05-16;;;;;;
lassberg-letter-1558;2366;Aarau;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;;Aarau;Staatsarchiv;1831;AN;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;47.4,8.05;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 124;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0001;1831-06-02;;;;;;
lassberg-letter-1559;778;Eppishausen;Hurter, Friedrich von;118708244;https://de.wikipedia.org/wiki/Friedrich_Emanuel_von_Hurter;165;Freiburg i.Br.;Universitätsbibliothek;1831;VON;lassberg-correspondent-0167;Hurter, Friedrich von;male;1787;Historiker,Theologe;20;-;48.16666667,10.51666667;;;lassberg-place-0043;1831-06-05;;;;;;
lassberg-letter-1560;2367;München;Emil Braun;116415738;https://de.wikipedia.org/wiki/Emil_Braun;;;;1831;AN;lassberg-correspondent-0079;Braun, Emil;male;1809;Archäologe,Bibliothekar,Kunsthistoriker;10;-;-;R. Ehwald, Emil Brauns Briefwechsel mit den Brüdern Grimm und Joseph von Laßberg. Gotha 1891, S. 81-89;https://books.google.de/books?id=0sUMAQAAIAAJ;lassberg-place-0097;1831-06-14;;;;;;
lassberg-letter-1561;779;Eppishausen;Johann Heinrich Tanner;1060060795;https://de.wikipedia.org/wiki/Johann_Heinrich_Tanner;179;Aarau;Staatsarchiv;1831;VON;lassberg-correspondent-0201;Tanner, Johann Heinrich;male;1799;Textilhandel,Politiker;-;-;48.16666667,10.51666667;Eduard Vischer, Politik und Freundschaft. Der Briefwechsel des Freiherrn J. von Laßberg und K.R. Tanners in Auswahl. In: Argovia 60 (1948), S. 89-149, S. 125;https://www.e-periodica.ch/digbib/view?pid=arg-001%253A1948%253A60;lassberg-place-0043;1831-06-18;;;;;;
