Nummer,Datum,Ort,Name_voll,GND,Wiki,Journalnummer,Aufbewahrungsort,Aufbewahrungsinstitution,Jahr,VON/AN,person_id,name_gnd,gender_gnd,birth_gnd,occupations_gnd,publications_gnd,degrees_gnd,coordinates_wiki,text,url,place_id
2968,24.01.,BÃƒÂ¶kendorf,August von Haxthausen,118547305,https://de.wikipedia.org/wiki/August_Franz_von_Haxthausen,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,AN,lassberg-correspondent-0029,"Haxthausen, August von",male,1792,"Volkswirt,Schriftsteller,Jurist,Landwirt,Agrarwissenschaftler,Sammler",9,-,-,,,lassberg-place-0013
2969,30.01.,St. Gallen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,Adliswill,Familie Luzzi-Wirth,1848,AN,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.42416667,9.37083333","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 139",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0141
2970,04.02.,Donaueschingen,Franz Simon von Pfaffenhofen,1019684615,https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,AN,lassberg-correspondent-0108,"Pfaffenhofen, Franz Simon von",male,1797,"Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker",-,-,"47.95305556,8.50333333",,,lassberg-place-0037
2971,05.02.,ZÃƒÂ¼rich,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.37444444,8.54111111","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 249",-,lassberg-place-0166
2972,07.02.,ZÃƒÂ¼rich,Friedrich vonWyss,117349518,https://hls-dhs-dss.ch/de/articles/015796/2013-11-28/,,Karlsruhe,Badische Landesbibliothek,1848,AN,lassberg-correspondent-0126,"Wyss, Friedrich von",male,1818,Jurist,6,Prof.,"47.37444444,8.54111111",,,lassberg-place-0166
2973,10.02.,Fulda,Johannes Friedrich Lange,116688629,https://de.wikipedia.org/wiki/Friedrich_Lange_%28Architekt%29,,Karlsruhe,Badische Landesbibliothek,1848,AN,lassberg-correspondent-0219,"Lange, Johannes Friedrich",male,1811,"Kunsterzieher,Architekt",-,-,"50.55083333,9.67527778",,,lassberg-place-0052
2974,12.02.,Ansbach,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,"49.3,10.58333333",,,lassberg-place-0006
2975,13.02.,Unbekannt,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0152
2976,19.02.,Karlsruhe,"Wilhelm Ludwig August, Prinz von Baden",101798393,https://de.wikipedia.org/wiki/Wilhelm_von_Baden_(1792%E2%80%931859),,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,AN,lassberg-correspondent-0363,"Wilhelm, Baden, Markgraf",male,1792,"Landwirt,Politiker,Kommandeur",-,-,"49.0092097,8.4039514",,,lassberg-place-0074
2977,25.02.,Meersburg,August Gustav Riedlinger,-,-,,Karlsruhe,Badische Landesbibliothek,1848,AN,lassberg-correspondent-0024,-,-,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
2978,06.03.,Rastatt,Franz Karl Grieshaber,102502684,https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0105,"Grieshaber, Franz Karl",male,1798,"Katholischer Theologe,Philologe,Priester,Gymnasiallehrer",-,Dr.,"48.85,8.2",,,lassberg-place-0122
2979,10.03.,Meersburg,Hermann von Liebenau,116987650,https://de.wikipedia.org/wiki/Hermann_von_Liebenau,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1848,AN,lassberg-correspondent-0160,"Liebenau, Hermann von",male,1807,"Arzt,Historiker",-,Dr. med.,"47.7,9.26666667",,,lassberg-place-0101
2980,17.03.,Ansbach,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,"49.3,10.58333333",,,lassberg-place-0006
2981,21.03.,Ansbach,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,"49.3,10.58333333",,,lassberg-place-0006
2982,06.04.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1848,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
2983,08.04.,RÃƒÂ¼schhaus,Therese Luise von Droste-HÃƒÂ¼lshoff,117751677,-,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1848,AN,lassberg-correspondent-0349,"Droste-HÃƒÂ¼lshoff, Therese Luise von",female,1772,-,-,-,-,,,lassberg-place-0120
2984,20.04.,Kirchburg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0080
2985,06.05.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
2986,18.05.,Unbekannt,Ferdinand Keller,100732917,https://de.wikipedia.org/wiki/Ferdinand_Keller_(Altertumsforscher),,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0087,"Keller, Ferdinand",male,1800,"ArchÃƒÂ¤ologe,PrÃƒÂ¤historiker",10,Dr. phil. h.c.,-,,,lassberg-place-0152
2987,29.05.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
2988,01.06.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
2989,03.06.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
2990,04.06.,Rastatt,Franz Karl Grieshaber,102502684,https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0105,"Grieshaber, Franz Karl",male,1798,"Katholischer Theologe,Philologe,Priester,Gymnasiallehrer",-,Dr.,"48.85,8.2",,,lassberg-place-0122
2991,10.06.,Krauchenwies,Ludwig Wilhelm Friedrich Treusch von Buttlar-Brandenfels,-,-,,Karlsruhe,Badische Landesbibliothek,1848,AN,lassberg-correspondent-0290,-,-,-,-,-,-,"48.01694444,9.25027778",,,lassberg-place-0083
2992,11.06.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
2993,13.06.,Stuttgart,Gustav Schwab,118762745,https://de.wikipedia.org/wiki/Gustav_Schwab,,Marbach am Neckar,Schiller Nationalmuseum,1848,AN,lassberg-correspondent-0145,"Schwab, Gustav",male,1792,"Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker",8,Prof. Dr. theol. h.c.,"48.7775,9.18",,,lassberg-place-0147
2994,18.06.,Trogen (Appenzell Ausserrhoden),Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,,,,1848,AN,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,-,"Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 196",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0150
2995,-,Unbekannt,Melchior von Diepenbrock,118678302,https://de.wikipedia.org/wiki/Melchior_Diepenbrock,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1848,AN,lassberg-correspondent-0309,"Diepenbrock, Melchior von",male,1798,"Katholischer Theologe,Priester,FÃƒÂ¼rstbischof,ÃƒÅ“bersetzer,Kardinal,Schriftsteller",10,-,-,"Melchior Kardinal von Diepenbrock, FÃƒÂ¼rstbischof von Breslau. Gedenkschrift anlÃƒÂ¤ÃƒÅ¸lich der 100. Wiederkehr seines Todestages. Hg. von Elisabeth BrÃƒÂ¶ker. Bocholt 1953, S. 68",-,lassberg-place-0152
2996,01.07.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
2997,03.07.,Kirchburg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0080
2998,08.07.,Dresden,Friedrich Karl Graf von Einsiedel,-,-,,Karlsruhe,Badische Landesbibliothek,1848,AN,lassberg-correspondent-0122,-,-,-,-,-,-,"51.05,13.74",,,lassberg-place-0040
2999,09.07.,Kirchburg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0080
3000,20.07.,Frankfurt am Main,Jacob Grimm,118542257,https://de.wikipedia.org/wiki/Jacob_Grimm,,,,1848,AN,lassberg-correspondent-0170,"Grimm, Jacob",male,1785,"Bibliothekar,Philologe,Schriftsteller,Historiker,Literaturwissenschaftler,Jurist,Hochschullehrer",6,Prof.,-,"Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von LaÃƒÅ¸berg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 384",https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf,lassberg-place-0048
3001,03.08.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3002,09.08.,ZÃƒÂ¼rich,Gerold Ludwig Meyer von Knonau,100372724,https://de.wikipedia.org/wiki/Gerold_Meyer_von_Knonau_(Archivar),,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0140,"Meyer von Knonau, Gerold Ludwig",male,1804,"Archivar,Geograf,Historiker",10,-,"47.37444444,8.54111111","Karl Siegfried Bader (Hg.), Joseph von Lassberg. Mittler und Sammler. AufsÃƒÂ¤tze zu seinem 100. Todestag. Stuttgart 1955, S. 251",-,lassberg-place-0166
3003,18.08.,Trogen (Appenzell Ausserrhoden),Johann Caspar Zellweger,116978813,https://de.wikipedia.org/wiki/Johann_Caspar_Zellweger,,Winterthur,Stadtbibliothek,1848,AN,lassberg-correspondent-0193,"Zellweger, Johann Caspar",male,1768,"Kaufmann,Historiker",4,-,-,"Carl Ritter, Briefwechsel zwischen Joseph Freiherrn von Lassberg und Johann Caspar Zellweger. St.Gallen 1889, S. 196",https://books.google.de/books?id=KIHHQBvr1nkC,lassberg-place-0150
3004,19.08.,Stuttgart,Gustav Schwab,118762745,https://de.wikipedia.org/wiki/Gustav_Schwab,,Marbach am Neckar,Schiller Nationalmuseum,1848,AN,lassberg-correspondent-0145,"Schwab, Gustav",male,1792,"Evangelischer Theologe,Gymnasiallehrer,Pfarrer,Klassischer Philologe,Schriftsteller,Literarhistoriker",8,Prof. Dr. theol. h.c.,"48.7775,9.18",,,lassberg-place-0147
3005,25.08.,Unbekannt,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,Staatsarchiv,1848,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,"Julius Domeich, Briefe der Freiherren Joseph von LaÃƒÅ¸berg und Heinr. Bemh. von Andlaw aus den Jahren 1848-1851. In: FDA NP 27 (1926), S. 254-93, S. 263",https://www.lwl.org/westfaelische-geschichte/txt/wz-9707.pdf,lassberg-place-0152
3006,14.09.,Kirchburg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0080
3007,24.09.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3008,29.10.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3009,08.11.,Steinegg,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1848,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0145
3010,12.11.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3011,19.11.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3012,12.12.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3013,24.12.,Freiburg i. Brsg,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1848,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0050
3014,27.12.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1848,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3015,02.01.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1849,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3016,23.01.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3017,15.02.,Berlin,Wilhelm Grimm,118542265,https://de.wikipedia.org/wiki/Wilhelm_Grimm,,,,1849,AN,lassberg-correspondent-0362,"Grimm, Wilhelm",male,1786,"Bibliothekar,Germanist,Schriftsteller,Jurist,Philologe",13,Prof.,"52.52,13.405","Franz Pfeiffer, Zur Geschichte der deutschen Philologie. Briefe an Joseph Freiherrn von LaÃƒÅ¸berg. Postum hg. von Joseph Maria Wagner. In: Germania 13 (1868), S. 118-27, 244-49, 365-84 und 487-508, S. 487",https://upload.wikimedia.org/wikipedia/commons/a/a8/Germania_13_1868.pdf,lassberg-place-0022
3018,18.02.,St. Gallen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,Adliswill,Familie Luzzi-Wirth,1849,AN,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.42416667,9.37083333","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 140",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0141
3019,18.02.,TÃƒÂ¼bingen,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,,Marbach am Neckar,Schiller Nationalmuseum,1849,AN,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"48.52,9.05555556",,,lassberg-place-0148
3020,01.03.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3021,02.03.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3022,04.03.,Rastatt,Franz Karl Grieshaber,102502684,https://de.wikipedia.org/wiki/Franz_Karl_Grieshaber,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0105,"Grieshaber, Franz Karl",male,1798,"Katholischer Theologe,Philologe,Priester,Gymnasiallehrer",-,Dr.,"48.85,8.2",,,lassberg-place-0122
3023,05.04.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1849,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3024,07.04.,Pfrondorf,Hermann Reuchlin,116450606,https://de.wikipedia.org/wiki/Hermann_Reuchlin,,Marbach am Neckar,Schiller Nationalmuseum,1849,AN,lassberg-correspondent-0158,"Reuchlin, Hermann",male,1810,"Pfarrer,Historiker",-,-,"48.54861111,9.1125",,,lassberg-place-0116
3025,08.04.,TÃƒÂ¼bingen,Wilhelm Ludwig Holland,100804713,https://de.wikipedia.org/wiki/Wilhelm_Ludwig_Holland,,Marbach am Neckar,Schiller Nationalmuseum,1849,AN,lassberg-correspondent-0364,"Holland, Wilhelm Ludwig",male,1822,"Romanist,Germanist",10,-,"48.52,9.05555556",,,lassberg-place-0148
3026,12.04.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3027,26.04.,TÃƒÂ¼bingen,Adelbert von Keller,118831216,https://de.wikipedia.org/wiki/Adelbert_von_Keller,,Marbach am Neckar,Schiller Nationalmuseum,1849,AN,lassberg-correspondent-0002,"Keller, Adelbert von",male,1812,"Romanist,Linguist,Germanist,Philologe,Bibliothekar",9,Prof. Dr.,"48.52,9.05555556",,,lassberg-place-0148
3028,30.04.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3029,10.05.,Bregenz,Franz von Elger,1051119707,https://lobid.org/gnd/1051119707,,Karlsruhe,Badische Landesbibliothek,1849,AN,lassberg-correspondent-0110,"Elgger, Franz von",male,1794,"MilitÃƒÂ¤rschriftsteller,Maler,Lithograf,Offizier",-,-,"47.505,9.74916667",,,lassberg-place-0030
3030,16.05.,Graz,Amalie von Heeremann-Zuydtwik,116565217,-,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0011,"Heeremann-Zuydtwik, Amalie von",female,1809,Ordensschwester,-,-,"47.07083333,15.43861111",,,lassberg-place-0059
3031,26.06.,Meersburg,August Gustav Riedlinger,-,-,,Karlsruhe,Badische Landesbibliothek,1849,AN,lassberg-correspondent-0024,-,-,-,-,-,-,"47.7,9.26666667",,,lassberg-place-0101
3032,16.07.,Rosenberg,Ludwig von Madroux,102520011,https://d-nb.info/gnd/102520011,,Dortmund,Stadt- und Landesbibliothek,1849,AN,lassberg-correspondent-0289,"Madroux, Ludwig von",notKnown,-,-,-,-,-,,,lassberg-place-0129
3033,17.07.,St. Gallen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,Adliswill,Familie Luzzi-Wirth,1849,AN,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.42416667,9.37083333","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 140",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0141
3034,22.07.,Koblenz,Christian Wilhelm Sixt von Armin,117662585,https://lobid.org/gnd/117662585,,Weimar,Goethe- und Schillerarchiv,1849,AN,lassberg-correspondent-0066,"Armin, Christian Wilhelm Sixt von",male,1784,Diplomat,-,-,"50.35972222,7.59777778",,,lassberg-place-0081
3035,02.08.,Unbekannt,Franz Simon von Pfaffenhofen,1019684615,https://de.wikipedia.org/wiki/Franz_Simon_von_Pfaffenhofen,,Donaueschingen,FÃƒÂ¼rstlich FÃƒÂ¼rstenbergisches Archiv,1849,AN,lassberg-correspondent-0108,"Pfaffenhofen, Franz Simon von",male,1797,"Beamter,Kunstsammler,Museumsdirektor,Numismatiker,Freiherr,Kunsthistoriker",-,-,-,,,lassberg-place-0152
3036,02.08.,Unbekannt,Bernhard Zeerleder,116968095,https://de.wikipedia.org/wiki/Bernhard_Zeerleder,,Bern,Burgerbibliothek,1849,AN,lassberg-correspondent-0043,"Zeerleder, Bernhard von",male,1788,Politiker,-,-,-,,,lassberg-place-0152
3037,05.08.,Hugstetten,Heinrich Bernhard von Andlaw-Birseck,118502859,https://de.wikipedia.org/wiki/Heinrich_Bernhard_von_Andlaw-Birseck,,Freiburg i.Br.,UniversitÃƒÂ¤tsbibliothek,1849,AN,lassberg-correspondent-0148,"Andlaw-Birseck, Heinrich Bernhard von",male,1802,Politiker,2,-,-,,,lassberg-place-0070
3038,07.08.,St. Gallen,Carl Johann Greith,100487483,https://de.wikipedia.org/wiki/Carl_Johann_Greith,,Adliswill,Familie Luzzi-Wirth,1849,AN,lassberg-correspondent-0057,"Greith, Carl Johann",male,1807,"Bischof,Katholischer Theologe,Hochschullehrer",2,-,"47.42416667,9.37083333","Arthur Brunhart, Eine Freundschaft ÃƒÂ¼ber den Bodensee. Briefe zwischen Joseph von LaÃƒÅ¸berg und Carl Johann Greith. Ein Beitrag zur schweizerisch-deutschen Gelehrtengeschichte des 19. Jahrhunderts. In:  Schriften des Vereins fÃƒÂ¼r Geschichte des Bodensees und seiner Umgebung 104 (1986), S. 123-62, S. 142",https://www.digishelf.de/objekt/bsz014854767_1986/143/,lassberg-place-0141
3039,09.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
3040,11.08.,Weisbad,Jenny von Droste zu HÃƒÂ¼lshoff,118527541,https://de.wikipedia.org/wiki/Jenny_von_Droste_zu_H%C3%BClshoff,,Stapel bei Havixbeck,Archiv des Freiherrn Raitz von Frentz-Droste zu HÃƒÂ¼lshoff,1849,AN,lassberg-correspondent-0176,"LaÃƒÅ¸berg, Jenny von",female,1795,-,-,-,-,,,lassberg-place-0158
